UID60332.1 IN,4515170.826,509605.835,2768.593,,
UID60332.2 IN,4515169.377,509605.534,2768.595,,
UID60332.1 OT,4515169.315,509626.220,2766.594,,
UID60332.2 OT,4515168.119,509626.027,2766.296,,
37638,4518373.429,510832.443,2746.962,,
UID37638 OT,4518364.938,510831.534,2746.079,,
UID37638 IN,4518370.373,510818.364,2746.557,,
UID78721 BASE,4520874.563,512815.283,2666.724,,
UID78721 IN,4520874.894,512797.842,2665.217,,
UID78721 OT,4520869.075,512819.348,2663.731,,
UID85617 BASE,4522555.145,510768.542,2775.862,,
UID85617 IN,4522550.956,510776.265,2772.416,,
UID85617 OT,4522565.665,510777.700,2772.547,,
UID72078 BASE,4522314.125,509928.653,2792.340,,
UID72078 IN,4522319.635,509926.158,2792.348,,
UID7207 OT,4522328.561,509928.730,2792.136,,
UID80963 BASE,4523547.243,506186.072,2711.895,,
UID80963 IN,4523550.793,506181.455,2710.607,,
UID80963 OT,4523551.301,506196.353,2710.253,,
UID78183 BASE,4522599.269,510077.265,2791.784,,
UID78183 IN,4522596.195,510088.907,2791.251,,
UID78183 OT,4522608.000,510095.225,2791.081,,
UID22467 BASE,4529476.142,519385.135,2665.594,,
UID22467 IN,4529471.656,519384.403,2663.821,,
UID22467 OT,4529489.969,519384.565,2663.673,,
UID48473 BASE,4530434.459,520300.710,2649.516,,
UID48473 IN,4530436.824,520314.776,2643.037,,
UID48473 OT,4530466.118,520290.780,2640.287,,
UID97494 BASE,4531154.277,521315.388,2645.407,,
UID97494 IN,4531149.595,521311.495,2644.357,,
UID97494 OT,4531171.635,521314.336,2642.740,,
UID15082,4531210.368,522495.094,2694.134,,
UID15082 IN,4531207.973,522503.628,2691.242,,
UID15082 OT,4531213.482,522473.436,2689.322,,
UID94587 BASE,4531427.472,525668.354,2882.497,,
UID94587 IN,4531414.563,525659.386,2880.803,,
UID94587 OT,4531436.564,525665.613,2879.300,,
UID69971 BASE,4527831.032,521832.025,2802.886,,
UID69971 IN,4527820.682,521836.742,2801.631,,
UID69971 OT,4527833.270,521835.860,2801.181,,
UID63619 BASE,4526782.463,522088.488,2867.531,,
UID63619 IN,4526780.761,522089.502,2866.156,,
UID63619 OT,4526782.205,522079.900,2865.851,,
UID38660 BASE,4544774.626,521536.465,2417.301,,
UID38660 IN,4544795.055,521579.633,2417.236,,
UID38660 OT,4544805.321,521572.682,2416.651,,
UID46329 IN,4544765.539,521515.583,2414.792,,
UID30774,4547043.518,519648.711,2322.693,,
UID30774 IN,4547026.029,519660.860,2321.741,,
UID30774 OT,4547036.841,519671.889,2321.511,,
UID30110 BASE,4549585.289,515150.349,2231.568,,
UID30110 OT,4549591.461,515161.502,2229.198,,
UID30110 IN,4549570.281,515161.022,2229.285,,
ID16908 BASE,4547869.122,499557.286,2150.586,,
UID16908 IN,4547858.282,499563.041,2147.343,,
UID16908 OT,4547876.460,499571.249,2147.281,,
UID45607 BASE,4562412.325,498800.283,2048.808,,
UID45607 IN,4562407.452,498772.907,2044.916,,
UID45607 OT,4562429.759,498773.590,2045.382,,
UID2140 BASE,4566872.681,499401.864,2028.601,,
UID2140 IN,4566872.607,499427.074,2024.900,,
UID2140 OT,4566890.240,499399.629,2024.888,,
UID40371 BASE,4584453.173,481330.984,1959.422,,
UID40371 IN,4584431.740,481317.530,1958.127,,
UID40371 OT,4584430.876,481324.773,1958.211,,
UID19084 IN,4586999.808,486539.718,1908.383,,
UID19084 BASE,4586985.562,486562.771,1909.884,,
UID19084 OT,4587004.990,486544.401,1908.406,,
UID26405 BASE,4597421.283,488309.327,1900.506,,
UID26405 IN,4597416.406,488306.728,1898.660,,
UID26405 OT,4597417.595,488318.903,1898.843,,
UID2253 BASE,4594734.626,475015.196,2037.158,,
UID2253 IN,4594749.201,475011.086,2035.497,,
UID2253 OT,4594735.760,475026.155,2035.031,,
UID40752 BASE,4594553.237,474464.797,2048.116,,
UID40752 IN,4594552.757,474440.119,2046.200,,
UID40752 OT,4594572.455,474447.289,2046.010,,
UID55938 IN,4592646.969,466009.514,2308.454,,
UID55938 BASE,4592657.280,466038.067,2310.002,,
UID55938 OT,4592632.031,466010.879,2308.207,,
UID29882 BASE,4592589.367,466455.148,2308.414,,
UID29882.1 IN,4592583.107,466498.734,2306.054,,
UID29882.2 IN,4592582.090,466498.906,2306.011,,
UID29882.1 OT,4592584.052,466506.899,2306.003,,
UID29882.2 OT,4592583.275,466507.206,2306.109,,
UID73627 BASE,4594583.226,465157.361,2313.179,,
UID73627 IN,4594560.141,465144.162,2311.582,,
UID73627 OT,4594561.621,465150.254,2311.517,,
UID87393 BASE,4595902.167,464882.565,2334.229,,
UID87393 IN,4595895.722,464870.941,2333.940,,
UID87393 OT,4595894.977,464877.079,2333.847,,
UID65842 BASE,4603283.176,473427.879,2007.688,,
UID65842 IN,4603273.079,473423.259,2006.844,,
UID65842 OT,4603270.535,473430.229,2006.784,,
UID8067 BASE,4606359.781,478473.382,1939.469,,
UID8067 IN,4606370.040,478467.667,1938.610,,
UID8067 OT,4606370.474,478472.570,1938.706,,
UID48610 BASE,4608548.912,481896.559,1910.339,,
UID48610 IN,4608538.717,481886.991,1909.166,,
UID48610 OT,4608538.778,481899.232,1908.764,,
UID83616 BASE,4611886.265,477573.489,1981.031,,
UID83616 IN,4611884.567,477583.545,1980.791,,
UID83616 OT,4611892.439,477578.736,1980.039,,
UID50599 BASE,4615166.382,485395.452,1893.318,,
UID50599 IN,4615165.616,485391.533,1891.575,,
UID50599 OT,4615178.831,485391.673,1891.482,,
UID76804 BASE,4610505.918,454227.057,1811.963,,
UID76804.1 IN,4610474.553,454226.549,1810.893,,
UID76804.2 IN,4610476.259,454227.086,1811.015,,
UID76804.1 OT,4610476.986,454217.522,1810.869,,
UID76804.2 OT,4610478.785,454217.985,1810.878,,
UID22326 BASE,4605752.714,452795.802,1684.488,,
UID22326 IN,4605757.770,452783.159,1683.191,,
UID22326 OT,4605751.541,452778.093,1683.223,,
UID90906 BASE,4593585.795,451938.447,2021.551,,
UID90906 IN,4593580.280,451946.574,2021.048,,
UID90906 OT,4593589.869,451949.068,2020.655,,
UID74217 BASE,4592454.691,451372.835,2047.343,,
UID74217 IN,4592446.028,451377.597,2046.505,,
UID74217 OT,4592461.471,451360.439,2045.388,,
UID57622 BASE,4617282.349,448915.811,1908.863,,
UID57622 IN,4617257.635,448920.184,1908.011,,
UID57622 OT,4617255.216,448915.782,1908.068,,
UID20025 BASE,4596519.103,436077.512,1560.629,,
UID20025.1 IN,4596509.471,436034.011,1559.044,,
UID20025.2 IN,4596509.757,436036.452,1559.053,,
UID20025.1 OT,4596519.598,436032.629,1558.900,,
UID20025.2 OT,4596519.878,436034.899,1558.904,,
UID20447 IN,4586538.873,430221.459,1779.330,,
UID20447 BASE,4586542.711,430232.815,1780.711,,
UID20447 OT,4586542.890,430236.340,1779.128,,
UID60631 BASE,4584977.813,429345.768,1878.371,,
UID60631 IN,4584975.435,429343.870,1877.551,,
UID60631 OT,4584985.780,429350.719,1877.182,,
UID74142 BASE,4603390.242,433183.285,1576.243,,
UID74142 IN,4603394.348,433194.751,1575.686,,
UID74142 OT,4603378.590,433172.660,1575.227,,
UID89223 BASE,4610364.110,441158.278,1552.522,,
UID89223 IN,4610368.212,441155.058,1545.211,,
UID89223 OT,4610364.632,441168.828,1545.037,,
UID74460 BASE,4607234.512,422523.819,1413.860,,
UID74460 IN,4607228.551,422526.772,1406.405,,
UID74460 OT,4607228.572,422533.601,1406.603,,
UID48946 IN,4609236.469,422372.949,1358.051,,
UID48946 BASE,4609252.913,422385.468,1361.324,,
UID48946 OT,4609237.516,422387.943,1357.976,,
UID44978 BASE,4616082.499,422217.269,1330.593,,
UID44978 IN,4616074.056,422235.349,1329.038,,
UID44978 OT,4616083.112,422236.504,1329.123,,
UID17126 BASE,4616660.570,421984.302,1330.265,,
UID17126 IN,4616672.431,421975.836,1327.123,,
UID17126 OT,4616670.817,421970.250,1328.692,,
UID89148 BASE,4638090.884,449549.222,2273.717,,
UID89148 IN,4638089.837,449543.822,2271.874,,
UID89148 OT,4638092.393,449561.393,2269.990,,
UID59290 BASE,4634837.934,451188.584,1928.306,,
UID59290 IN,4634830.389,451189.484,1927.635,,
UID59290 OT,4634834.484,451197.898,1926.776,,
UID22485 BASE,4622710.388,434336.147,1461.967,,
UID22485 IN,4622724.747,434344.401,1460.192,,
UID22485 OT,4622703.600,434330.799,1460.167,,
UID3557 BASE,4624312.334,435172.083,1514.467,,
UID3557 IN,4624275.951,435176.456,1512.903,,
UID3557 OT,4624277.767,435164.169,1512.366,,
UID34537,4646689.373,455927.817,2129.758,,
UID34537 IN,4646676.120,455930.455,2127.558,,
UID34537 OT,4646669.680,455913.372,2127.303,,
